Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
3,23,Complete,Reduced,high/low,,,,,,sports,"You can leverage a lot of what you get from playing sports to help in your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work."
3,23,Complete,Reduced,high/low,,,,,,learning,"A big part of reducing your risk for diabetes is learning how to build and maintain new habits, such as participating in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you stick with new habits and reduce your risk for diabetes."
3,23,Complete,Reduced,high/low,,,,,,cooking,It's tough to nail a new recipe the first time you try it. Building or maintaining new habits like participating in the DPP or taking metformin can be the same way: tough to get right on the first try. You've learned it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health!  
3,23,Complete,Reduced,high/low,,,,,,flexible,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Building or maintaining new habits, like participating in the DPP or taking metformin, can require making difficult changes. Consider how your flexibility can help you overcome any challenges you face."
3,23,Complete,Reduced,high/high,,,parent,,,,"Children learn a lot from watching their parents. By participating in the DPP or taking metformin you have a chance to model healthy habits for your kids and give them a head start on their own good health! Taking action to prevent diabetes is important to you, and you're confident you can do it. Think about how you can you use this mindset to take steps to lower your risk for diabetes."
3,23,Complete,Reduced,high/high,,,spouse,,,,"It's tough to be fully present in the moment if you are worried about your health. Sticking it out with actions like participating in the DPP or taking metformin can help you lower your risk for diabetes. Preventing diabetes is important to you, and you're confident you can do it. Consider how you can use that mindset to help lower your risk for diabetes and give you more time and energy to be present for who matters most to you."
3,23,Complete,Reduced,high/high,,,religious,,,,re3_7
3,23,Complete,Reduced,high/high,,,spiritual,,,,re3_10
3,23,Complete,Reduced,high/high,,,responsible,,,,"Dealing with a chronic illness like diabetes can make it hard to keep up with your responsibilities, but you've told us that taking steps to lower your risk is important to you and something you're confident you can do. Think about how you can turn that mindset into motivation to make your efforts to prevent diabetes a consistent part of your routine."
3,23,Complete,Reduced,high/high,,,strong,,,,"Many people find that consistently taking action to prevent diabetes leaves them feeling stronger, more powerful, and more energetic. This is important to you, and something you're confident you can do. Consider how this mindset can help you create new habits to reduce your risk for diabetes, keeping you healthy and strong."
3,23,Complete,Reduced,high/high,,,success,,,,"Making a habit out of participating in the DPP or taking metformin can seem like a big challenge. But as a person who loves a challenge and doesn't quit, you feel that preventing diabetes is important to you and you're confident you can do it. Ask yourself how you can use that mindset to take steps to lower your risk for diabetes and come out of this situation on top."
3,23,Complete,Reduced,high/high,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! Sticking with actions like participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others! This is important to you and you're confident you can do it. Contemplate how this mindset can help you take steps to lower your risk for diabetes and keep being on of “the helpers”."
3,23,Complete,Reduced,high/high,,,discipline,,,,"Building habits like participating in the DPP or taking metformin isn't easy. But you know how to do what needs doing, which can help you do the work required to prevent diabetes. You've told us this is important to you, and you're confident you can do it. Consider how that mindset could help you stay disciplined and take actions to lower your risk for diabetes."
3,23,Complete,Reduced,high/high,,,youth,,,,"Tired, old, and sick - that's not you! Building and sustaining habits like participating in the DPP or taking metformin can help you avoid bigger problems down the road. You're confident you can prevent diabetes, and doing so is important to you. Ask yourself how can you use that mindset to help you lower your risk so you can stay young and full of energy."
3,23,Complete,Reduced,high/high,,,respect,,,,"You can be a role model for others at work by managing your health and maintaining habits like participating in the DPP or taking metformin. Preventing diabetes is important to you, and something you feel confident you can do. Ask yourself how you can use that mindset to reduce your risk and earn the respect of your work colleagues in more way than one."
3,23,Complete,Reduced,high/high,,,independent,,,,Many find that dealing with a chronic illness means they depend more heavily on others for help – which an independent person like you wants to avoid. Maintaining healthy habits like participating in the DPP or taking metformin can help you avoid that by lowering your risk for diabetes. This is something that's important to you and that you feel confident you can do. Reflect on how you can use this mindset help you reduce your risk for diabetes and keep your independent lifestyle.
3,23,Complete,Low,low/low,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,Low,low/low,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,Low,low/low,,,religious,,,,le1_7
3,23,Complete,Low,low/low,,,spiritual,,,,le1_10
3,23,Complete,Low,low/low,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,Low,low/low,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,Low,low/low,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,Low,low/low,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,Low,low/low,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,Low,low/low,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,Low,low/low,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,Low,low/low,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,Low,low/high,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,Low,low/high,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,Low,low/high,,,religious,,,,le1_7
3,23,Complete,Low,low/high,,,spiritual,,,,le1_10
3,23,Complete,Low,low/high,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,Low,low/high,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,Low,low/high,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,Low,low/high,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,Low,low/high,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,Low,low/high,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,Low,low/high,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,Low,low/high,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,Low,no recent data,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,Low,no recent data,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,Low,no recent data,,,religious,,,,le1_7
3,23,Complete,Low,no recent data,,,spiritual,,,,le1_10
3,23,Complete,Low,no recent data,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,Low,no recent data,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,Low,no recent data,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,Low,no recent data,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,Low,no recent data,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,Low,no recent data,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,Low,no recent data,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,Low,no recent data,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,Low,high/low,,,,,,creative,A common obstacle to getting into the habit of things like participating in the DPP or taking metformin is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about how you can put your creative side to work in your efforts to reduce your risk for diabetes.
3,23,Complete,Low,high/low,,,,,,patient,"It takes patience and commitment to participate in the DPP or take metformin, but you're a person who knows how to play the long game. You’re willing to put in effort now to ensure a better future, and that will be a big help as you work to create new habits. "
3,23,Complete,Low,high/low,,,,,,forgiving,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's struggling to participate in the DPP or take metformin, and remember it's ok to cut yourself some slack."
3,23,Complete,Low,high/low,,,,,,thankful,Right now you have the ability to participate in the DPP or take metformin before your prediabetes becomes something worse! You can show your gratitude for what you have by buckling down and taking action to lower your risk.
3,23,Complete,Low,high/low,,,,,,humor,"Being at higher risk for diabetes is serious business - but seeing the funny side of your efforts can make it easier to participate in the DPP or take metformin. If you slip up, it's OK to laugh about it – you can take prediabetes seriously without losing your sense of humor!"
3,23,Complete,Low,high/low,,,,,,positive,"Some people fixate on slip-ups when they're trying build healthier habits like participating in the DPP or taking metformin, but you know it's more important to give yourself credit for all the times you've succeeded. Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
3,23,Complete,Low,high/low,,,,,,illness,You've confronted an illness before. Think back on what it took to beat that illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
3,23,Complete,Low,high/low,,,,,,research,"You're someone who does their homework and stays informed - which can be an advantage when it comes to understanding actions like participating in the DPP or taking metformin. Think about the research you’ve done, and what it says about the steps you should take to lower your risk."
3,23,Complete,Low,high/low,,,,,,sports,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
3,23,Complete,Low,high/low,,,,,,learning,A big part of reducing your risk for diabetes is discovering healthy new habits – like the skills you learn in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes.
3,23,Complete,Low,high/low,,,,,,cooking,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
3,23,Complete,Low,high/low,,,,,,flexible,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes – consider how your flexibility can help you overcome any challenges you face."
3,23,Complete,Low,high/high,,,parent,,,,"Children learn a lot from watching their parents. By taking steps to prevent diabetes, you can model healthy habits for your kids. Taking action to prevent diabetes is important to you, and you're confident you can do it. Think about how this mindset could help you be a good example for your kids by taking actions to prevent diabetes."
3,23,Complete,Low,high/high,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. You've said that taking steps to reduce your risk for diabetes is important to you and that you're confident you can do it. Consider how you can use that mindset to take action so you can be present for who matters most to you.
3,23,Complete,Low,high/high,,,religious,,,,le3_7
3,23,Complete,Low,high/high,,,spiritual,,,,le3_10
3,23,Complete,Low,high/high,,,responsible,,,,You've told us that taking steps to prevent diabetes is important to you and something you're confident you can do. Dealing with a chronic illness like diabetes can also make it hard keep up with your responsibilities. Think about how the confidence and importance you feel can keep you working to prevent diabetes and meet your responsibilities.
3,23,Complete,Low,high/high,,,strong,,,,"Many people find that by taking steps to prevent diabetes - which is important to you, and something you're confident you can do - they end up feeling stronger, more powerful, and more energetic. Consider how you can turn this positive mindset into actions to reduce your risk for diabetes, helping you stay healthy and strong."
3,23,Complete,Low,high/high,,,success,,,,Creating healthy new habits like participating in the DPP or taking metformin can be challenging. But you’re a person who loves a challenge and doesn't quit. Preventing diabetes is important to you and you're confident you can do it. Ask yourself how you can use that mindset to do what is needed to overcome your challenges and lower your risk for diabetes.
3,23,Complete,Low,high/high,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! And participating in the DPP or taking metformin can help you stay healthy to keep supporting others. This is important to you and you're confident you can do it. Contemplate how this mindset, and your desire to be able to help others, can help you take steps to lower your risk for diabetes."
3,23,Complete,Low,high/high,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you’ve got the grit to do what needs doing, which can help you see these kinds of actions through. You've told us this is important to you, and that you're confident you can do it. Consider how you can turn that mindset into actions to do what’s required, and lower your risk for diabetes."
3,23,Complete,Low,high/high,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road. Preventing diabetes is important to you, and you're confident you can do it. Think about how applying that positive mindset could help you prevent diabetes and stay young and full of energy!"
3,23,Complete,Low,high/high,,,respect,,,,"You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Preventing diabetes is important to you, and you feel confident you can do it. Consider how you can use that mindset to reduce your risk for diabetes and demonstrate how you put in the hard work to deal with your challenges. "
3,23,Complete,Low,high/high,,,independent,,,,"Many find that dealing with a chronic illness means they depend on others for help more often. An independent person like you wants to avoid that, and participating in the DPP or taking metformin can help lower your risk for diabetes. These actions are important to you, and you feel confident you can take them. Reflect on how this mindset can help you avoid diabetes, and having to rely more on others."
3,23,Complete,No Recent Report,low/low,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,No Recent Report,low/low,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,No Recent Report,low/low,,,religious,,,,le1_7
3,23,Complete,No Recent Report,low/low,,,spiritual,,,,le1_10
3,23,Complete,No Recent Report,low/low,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,No Recent Report,low/low,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,No Recent Report,low/low,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,No Recent Report,low/low,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,No Recent Report,low/low,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,No Recent Report,low/low,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,No Recent Report,low/low,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,No Recent Report,low/low,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,No Recent Report,low/high,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,No Recent Report,low/high,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,No Recent Report,low/high,,,religious,,,,le1_7
3,23,Complete,No Recent Report,low/high,,,spiritual,,,,le1_10
3,23,Complete,No Recent Report,low/high,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,No Recent Report,low/high,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,No Recent Report,low/high,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,No Recent Report,low/high,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,No Recent Report,low/high,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,No Recent Report,low/high,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,No Recent Report,low/high,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,No Recent Report,low/high,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,No Recent Report,no recent data,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Complete,No Recent Report,no recent data,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Complete,No Recent Report,no recent data,,,religious,,,,le1_7
3,23,Complete,No Recent Report,no recent data,,,spiritual,,,,le1_10
3,23,Complete,No Recent Report,no recent data,,,responsible,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
3,23,Complete,No Recent Report,no recent data,,,strong,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
3,23,Complete,No Recent Report,no recent data,,,success,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Complete,No Recent Report,no recent data,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
3,23,Complete,No Recent Report,no recent data,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Complete,No Recent Report,no recent data,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Complete,No Recent Report,no recent data,,,respect,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Complete,No Recent Report,no recent data,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
3,23,Complete,No Recent Report,high/low,,,,,,creative,A common obstacle to getting into the habit of things like participating in the DPP or taking metformin is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about how you can put your creative side to work in your efforts to reduce your risk for diabetes.
3,23,Complete,No Recent Report,high/low,,,,,,patient,"It takes patience and commitment to participate in the DPP or take metformin, but you're a person who knows how to play the long game. You’re willing to put in effort now to ensure a better future, and that will be a big help as you work to create new habits. "
3,23,Complete,No Recent Report,high/low,,,,,,forgiving,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's struggling to participate in the DPP or take metformin, and remember it's ok to cut yourself some slack."
3,23,Complete,No Recent Report,high/low,,,,,,thankful,Right now you have the ability to participate in the DPP or take metformin before your prediabetes becomes something worse! You can show your gratitude for what you have by buckling down and taking action to lower your risk.
3,23,Complete,No Recent Report,high/low,,,,,,humor,"Being at higher risk for diabetes is serious business - but seeing the funny side of your efforts can make it easier to participate in the DPP or take metformin. If you slip up, it's OK to laugh about it – you can take prediabetes seriously without losing your sense of humor!"
3,23,Complete,No Recent Report,high/low,,,,,,positive,"Some people fixate on slip-ups when they're trying build healthier habits like participating in the DPP or taking metformin, but you know it's more important to give yourself credit for all the times you've succeeded. Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
3,23,Complete,No Recent Report,high/low,,,,,,illness,You've confronted an illness before. Think back on what it took to beat that illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
3,23,Complete,No Recent Report,high/low,,,,,,research,"You're someone who does their homework and stays informed - which can be an advantage when it comes to understanding actions like participating in the DPP or taking metformin. Think about the research you’ve done, and what it says about the steps you should take to lower your risk."
3,23,Complete,No Recent Report,high/low,,,,,,sports,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
3,23,Complete,No Recent Report,high/low,,,,,,learning,A big part of reducing your risk for diabetes is discovering healthy new habits – like the skills you learn in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes.
3,23,Complete,No Recent Report,high/low,,,,,,cooking,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
3,23,Complete,No Recent Report,high/low,,,,,,flexible,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes – consider how your flexibility can help you overcome any challenges you face."
3,23,Complete,No Recent Report,high/high,,,parent,,,,"Children learn a lot from watching their parents. By taking steps to prevent diabetes, you can model healthy habits for your kids. Taking action to prevent diabetes is important to you, and you're confident you can do it. Think about how this mindset could help you be a good example for your kids by taking actions to prevent diabetes."
3,23,Complete,No Recent Report,high/high,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. You've said that taking steps to reduce your risk for diabetes is important to you and that you're confident you can do it. Consider how you can use that mindset to take action so you can be present for who matters most to you.
3,23,Complete,No Recent Report,high/high,,,religious,,,,le3_7
3,23,Complete,No Recent Report,high/high,,,spiritual,,,,le3_10
3,23,Complete,No Recent Report,high/high,,,responsible,,,,You've told us that taking steps to prevent diabetes is important to you and something you're confident you can do. Dealing with a chronic illness like diabetes can also make it hard keep up with your responsibilities. Think about how the confidence and importance you feel can keep you working to prevent diabetes and meet your responsibilities.
3,23,Complete,No Recent Report,high/high,,,strong,,,,"Many people find that by taking steps to prevent diabetes - which is important to you, and something you're confident you can do - they end up feeling stronger, more powerful, and more energetic. Consider how you can turn this positive mindset into actions to reduce your risk for diabetes, helping you stay healthy and strong."
3,23,Complete,No Recent Report,high/high,,,success,,,,Creating healthy new habits like participating in the DPP or taking metformin can be challenging. But you’re a person who loves a challenge and doesn't quit. Preventing diabetes is important to you and you're confident you can do it. Ask yourself how you can use that mindset to do what is needed to overcome your challenges and lower your risk for diabetes.
3,23,Complete,No Recent Report,high/high,,,support,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! And participating in the DPP or taking metformin can help you stay healthy to keep supporting others. This is important to you and you're confident you can do it. Contemplate how this mindset, and your desire to be able to help others, can help you take steps to lower your risk for diabetes."
3,23,Complete,No Recent Report,high/high,,,discipline,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you’ve got the grit to do what needs doing, which can help you see these kinds of actions through. You've told us this is important to you, and that you're confident you can do it. Consider how you can turn that mindset into actions to do what’s required, and lower your risk for diabetes."
3,23,Complete,No Recent Report,high/high,,,youth,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road. Preventing diabetes is important to you, and you're confident you can do it. Think about how applying that positive mindset could help you prevent diabetes and stay young and full of energy!"
3,23,Complete,No Recent Report,high/high,,,respect,,,,"You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Preventing diabetes is important to you, and you feel confident you can do it. Consider how you can use that mindset to reduce your risk for diabetes and demonstrate how you put in the hard work to deal with your challenges. "
3,23,Complete,No Recent Report,high/high,,,independent,,,,"Many find that dealing with a chronic illness means they depend on others for help more often. An independent person like you wants to avoid that, and participating in the DPP or taking metformin can help lower your risk for diabetes. These actions are important to you, and you feel confident you can take them. Reflect on how this mindset can help you avoid diabetes, and having to rely more on others."
3,23,Incomplete,No Activity,low/low,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Incomplete,No Activity,low/low,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Incomplete,No Activity,low/low,,,religious,,,,g2a_7
3,23,Incomplete,No Activity,low/low,,,spiritual,,,,g2a_10
